"date";"home_team";"away_team";"home_score";"away_score";"tournament";"country";"neutral";"year";"winner"
"2008-07-20";"Comoros";"Namibia";0;3;"COSAFA Cup qualification";"South Africa";TRUE;2008;"Namibia"
"2008-07-20";"El Salvador";"Guatemala";0;0;"Friendly";"United States";TRUE;2008;"draw"
"2008-07-20";"Lesotho";"Malawi";0;1;"COSAFA Cup qualification";"South Africa";TRUE;2008;"Malawi"
"2008-07-21";"Madagascar";"Seychelles";1;1;"COSAFA Cup qualification";"South Africa";TRUE;2008;"draw"
"2008-07-21";"Mauritius";"Eswatini";1;1;"COSAFA Cup qualification";"South Africa";TRUE;2008;"draw"
"2008-07-22";"Comoros";"Malawi";0;1;"COSAFA Cup qualification";"South Africa";TRUE;2008;"Malawi"
"2008-07-22";"India";"Malaysia";1;1;"Friendly";"India";FALSE;2008;"draw"
"2008-07-22";"Lesotho";"Namibia";1;1;"COSAFA Cup qualification";"South Africa";TRUE;2008;"draw"
"2008-07-23";"Madagascar";"Mauritius";2;1;"COSAFA Cup qualification";"South Africa";TRUE;2008;"Madagascar"
"2008-07-23";"Seychelles";"Eswatini";0;1;"COSAFA Cup qualification";"South Africa";TRUE;2008;"Eswatini"
"2008-07-24";"Comoros";"Lesotho";0;1;"COSAFA Cup qualification";"South Africa";TRUE;2008;"Lesotho"
"2008-07-24";"Malawi";"Namibia";0;1;"COSAFA Cup qualification";"South Africa";TRUE;2008;"Namibia"
"2008-07-26";"El Salvador";"Jamaica";0;0;"Friendly";"United States";TRUE;2008;"draw"
"2008-07-26";"South Africa";"Namibia";1;0;"COSAFA Cup";"South Africa";FALSE;2008;"South Africa"
"2008-07-27";"Botswana";"Mozambique";0;2;"COSAFA Cup";"South Africa";TRUE;2008;"Mozambique"
"2008-07-27";"Curaçao";"Aruba";0;0;"CFU Caribbean Cup qualification";"Netherlands Antilles";TRUE;2008;"draw"
"2008-07-27";"Zambia";"Zimbabwe";0;0;"COSAFA Cup";"South Africa";TRUE;2008;"draw"
"2008-07-29";"Grenada";"Aruba";3;1;"CFU Caribbean Cup qualification";"Netherlands Antilles";TRUE;2008;"Grenada"
"2008-07-30";"India";"Afghanistan";1;0;"AFC Challenge Cup";"India";FALSE;2008;"India"
"2008-07-30";"Madagascar";"Mozambique";1;2;"COSAFA Cup";"South Africa";TRUE;2008;"Mozambique"
"2008-07-30";"South Africa";"Zambia";1;0;"COSAFA Cup";"South Africa";FALSE;2008;"South Africa"
"2008-07-30";"Trinidad and Tobago";"Haiti";2;0;"Friendly";"Trinidad and Tobago";FALSE;2008;"Trinidad and Tobago"
"2008-07-30";"Turkmenistan";"Tajikistan";0;0;"AFC Challenge Cup";"India";TRUE;2008;"draw"
"2008-07-31";"Myanmar";"Nepal";3;0;"AFC Challenge Cup";"India";TRUE;2008;"Myanmar"
"2008-07-31";"Curaçao";"Grenada";2;0;"CFU Caribbean Cup qualification";"Netherlands Antilles";TRUE;2008;"Curaçao"
"2008-07-31";"North Korea";"Sri Lanka";3;0;"AFC Challenge Cup";"India";TRUE;2008;"North Korea"
"2008-08-01";"Afghanistan";"Turkmenistan";0;5;"AFC Challenge Cup";"India";TRUE;2008;"Turkmenistan"
"2008-08-01";"India";"Tajikistan";1;1;"AFC Challenge Cup";"India";FALSE;2008;"draw"
"2008-08-02";"Nepal";"North Korea";0;1;"AFC Challenge Cup";"India";TRUE;2008;"North Korea"
"2008-08-02";"Sri Lanka";"Myanmar";1;3;"AFC Challenge Cup";"India";TRUE;2008;"Myanmar"
"2008-08-03";"Afghanistan";"Tajikistan";0;4;"AFC Challenge Cup";"India";TRUE;2008;"Tajikistan"
"2008-08-03";"India";"Turkmenistan";2;1;"AFC Challenge Cup";"India";FALSE;2008;"India"
"2008-08-03";"Madagascar";"Zambia";0;2;"COSAFA Cup";"South Africa";TRUE;2008;"Zambia"
"2008-08-03";"South Africa";"Mozambique";2;1;"COSAFA Cup";"South Africa";FALSE;2008;"South Africa"
"2008-08-04";"North Korea";"Myanmar";1;0;"AFC Challenge Cup";"India";TRUE;2008;"North Korea"
"2008-08-04";"Nepal";"Sri Lanka";3;0;"AFC Challenge Cup";"India";TRUE;2008;"Nepal"
"2008-08-06";"Guatemala";"Bolivia";3;0;"Friendly";"United States";TRUE;2008;"Guatemala"
"2008-08-07";"India";"Myanmar";1;0;"AFC Challenge Cup";"India";FALSE;2008;"India"
"2008-08-07";"IR Iran";"Palestine";3;0;"WAFF Championship";"Iran";FALSE;2008;"IR Iran"
"2008-08-07";"North Korea";"Tajikistan";0;1;"AFC Challenge Cup";"India";TRUE;2008;"Tajikistan"
"2008-08-07";"Syria";"Jordan";0;0;"WAFF Championship";"Iran";TRUE;2008;"draw"
"2008-08-08";"Guyana";"Dominica";3;0;"CFU Caribbean Cup qualification";"Guyana";FALSE;2008;"Guyana"
"2008-08-09";"Dominica";"Suriname";1;3;"CFU Caribbean Cup qualification";"Guyana";TRUE;2008;"Suriname"
"2008-08-09";"Oman";"Syria";1;2;"WAFF Championship";"Iran";TRUE;2008;"Syria"
"2008-08-09";"Palestine";"Qatar";0;1;"WAFF Championship";"Iran";TRUE;2008;"Qatar"
"2008-08-10";"Guyana";"Suriname";1;1;"CFU Caribbean Cup qualification";"Guyana";FALSE;2008;"draw"
"2008-08-10";"Haiti";"Trinidad and Tobago";1;0;"Friendly";"Haiti";FALSE;2008;"Haiti"
"2008-08-11";"IR Iran";"Qatar";6;1;"WAFF Championship";"Iran";FALSE;2008;"IR Iran"
"2008-08-13";"Myanmar";"North Korea";0;4;"AFC Challenge Cup";"India";TRUE;2008;"North Korea"
"2008-08-13";"India";"Tajikistan";4;1;"AFC Challenge Cup";"India";FALSE;2008;"India"
"2008-08-13";"IR Iran";"Syria";2;0;"WAFF Championship";"Iran";FALSE;2008;"IR Iran"
"2008-08-13";"Jordan";"Qatar";3;0;"WAFF Championship";"Iran";TRUE;2008;"Jordan"
"2008-08-14";"El Salvador";"Trinidad and Tobago";1;3;"Friendly";"United States";TRUE;2008;"Trinidad and Tobago"
"2008-08-15";"IR Iran";"Jordan";2;1;"WAFF Championship";"Iran";FALSE;2008;"IR Iran"
"2008-08-19";"Australia";"South Africa";2;2;"Friendly";"England";TRUE;2008;"draw"
"2008-08-19";"Gabon";"Mali";1;0;"Friendly";"France";TRUE;2008;"Gabon"
"2008-08-20";"Albania";"Liechtenstein";2;0;"Friendly";"Albania";FALSE;2008;"Albania"
"2008-08-20";"Algeria";"United Arab Emirates";1;0;"Friendly";"France";TRUE;2008;"Algeria"
"2008-08-20";"Bahrain";"Burkina Faso";3;1;"Friendly";"Bahrain";FALSE;2008;"Bahrain"
"2008-08-20";"Belarus";"Argentina";0;0;"Friendly";"Belarus";FALSE;2008;"draw"
"2008-08-20";"Bolivia";"Panama";1;0;"Friendly";"Bolivia";FALSE;2008;"Bolivia"
"2008-08-20";"Bosnia and Herzegovina";"Bulgaria";1;2;"Friendly";"Bosnia and Herzegovina";FALSE;2008;"Bulgaria"
"2008-08-20";"Canada";"Jamaica";1;1;"FIFA World Cup qualification";"Canada";FALSE;2008;"draw"
"2008-08-20";"Colombia";"Ecuador";0;1;"Friendly";"United States";TRUE;2008;"Ecuador"
"2008-08-20";"DR Congo";"Togo";2;1;"Friendly";"France";TRUE;2008;"DR Congo"
"2008-08-20";"Costa Rica";"El Salvador";1;0;"FIFA World Cup qualification";"Costa Rica";FALSE;2008;"Costa Rica"
"2008-08-20";"Cuba";"Trinidad and Tobago";1;3;"FIFA World Cup qualification";"Cuba";FALSE;2008;"Trinidad and Tobago"
"2008-08-20";"Denmark";"Spain";0;3;"Friendly";"Denmark";FALSE;2008;"Spain"
"2008-08-20";"England";"Czech Republic";2;2;"Friendly";"England";FALSE;2008;"draw"
"2008-08-20";"Estonia";"Malta";2;1;"Friendly";"Estonia";FALSE;2008;"Estonia"
"2008-08-20";"Finland";"Israel";2;0;"Friendly";"Finland";FALSE;2008;"Finland"
"2008-08-20";"Germany";"Belgium";2;0;"Friendly";"Germany";FALSE;2008;"Germany"
"2008-08-20";"Guatemala";"USA";0;1;"FIFA World Cup qualification";"Guatemala";FALSE;2008;"USA"
"2008-08-20";"Guinea";"Ivory Coast";1;2;"Friendly";"France";TRUE;2008;"Ivory Coast"
"2008-08-20";"Haiti";"Suriname";2;2;"FIFA World Cup qualification";"Haiti";FALSE;2008;"draw"
"2008-08-20";"Hungary";"Montenegro";3;3;"Friendly";"Hungary";FALSE;2008;"draw"
"2008-08-20";"Iceland";"Azerbaijan";1;1;"Friendly";"Iceland";FALSE;2008;"draw"
"2008-08-20";"Italy";"Austria";2;2;"Friendly";"France";TRUE;2008;"draw"
"2008-08-20";"Japan";"Uruguay";1;3;"Friendly";"Japan";FALSE;2008;"Uruguay"
"2008-08-20";"Kazakhstan";"Andorra";3;0;"FIFA World Cup qualification";"Kazakhstan";FALSE;2008;"Kazakhstan"
"2008-08-20";"Libya";"Senegal";0;0;"Friendly";"Libya";FALSE;2008;"draw"
"2008-08-20";"Lithuania";"Moldova";3;0;"Friendly";"Lithuania";FALSE;2008;"Lithuania"
"2008-08-20";"Luxembourg";"North Macedonia";1;4;"Friendly";"Luxembourg";FALSE;2008;"North Macedonia"
"2008-08-20";"Mexico";"Honduras";2;1;"FIFA World Cup qualification";"Mexico";FALSE;2008;"Mexico"
"2008-08-20";"Morocco";"Benin";3;1;"Friendly";"Morocco";FALSE;2008;"Morocco"
"2008-08-20";"Mozambique";"Eswatini";3;0;"Friendly";"Mozambique";FALSE;2008;"Mozambique"
"2008-08-20";"Norway";"Republic of Ireland";1;1;"Friendly";"Norway";FALSE;2008;"draw"
"2008-08-20";"Oman";"Uzbekistan";2;0;"Friendly";"Oman";FALSE;2008;"Oman"
"2008-08-20";"Portugal";"Faroe Islands";5;0;"Friendly";"Portugal";FALSE;2008;"Portugal"
"2008-08-20";"Qatar";"Tajikistan";5;0;"Friendly";"Qatar";FALSE;2008;"Qatar"
"2008-08-20";"Romania";"Latvia";1;0;"Friendly";"Romania";FALSE;2008;"Romania"
"2008-08-20";"Russia";"Netherlands";1;1;"Friendly";"Russia";FALSE;2008;"draw"
"2008-08-20";"Saudi Arabia";"Paraguay";1;1;"Friendly";"Switzerland";TRUE;2008;"draw"
"2008-08-20";"Scotland";"Northern Ireland";0;0;"Friendly";"Scotland";FALSE;2008;"draw"
"2008-08-20";"Slovakia";"Greece";0;2;"Friendly";"Slovakia";FALSE;2008;"Greece"
"2008-08-20";"Slovenia";"Croatia";2;3;"Friendly";"Slovenia";FALSE;2008;"Croatia"
"2008-08-20";"Sudan";"Egypt";4;0;"Friendly";"Sudan";FALSE;2008;"Sudan"
"2008-08-20";"Sweden";"France";2;3;"Friendly";"Sweden";FALSE;2008;"France"
"2008-08-20";"Switzerland";"Cyprus";4;1;"Friendly";"Switzerland";FALSE;2008;"Switzerland"
"2008-08-20";"Tanzania";"Ghana";1;1;"Friendly";"Tanzania";FALSE;2008;"draw"
"2008-08-20";"Tunisia";"Angola";1;1;"Friendly";"Tunisia";FALSE;2008;"draw"
"2008-08-20";"Turkey";"Chile";1;0;"Friendly";"Turkey";FALSE;2008;"Turkey"
"2008-08-20";"Ukraine";"Poland";1;0;"Friendly";"Ukraine";FALSE;2008;"Ukraine"
"2008-08-20";"Venezuela";"Syria";4;1;"Friendly";"Venezuela";FALSE;2008;"Venezuela"
"2008-08-20";"Wales";"Georgia";1;2;"Friendly";"Wales";FALSE;2008;"Georgia"
"2008-08-20";"Zimbabwe";"Botswana";1;0;"Friendly";"Zimbabwe";FALSE;2008;"Zimbabwe"
"2008-08-21";"Indonesia";"Cambodia";7;0;"Friendly";"Indonesia";FALSE;2008;"Indonesia"
"2008-08-22";"Cambodia";"Myanmar";1;7;"Friendly";"Indonesia";TRUE;2008;"Myanmar"
"2008-08-24";"Libya";"Chad";3;0;"Friendly";"Libya";FALSE;2008;"Libya"
"2008-08-24";"Qatar";"North Korea";2;1;"Friendly";"Qatar";FALSE;2008;"Qatar"
"2008-08-25";"Indonesia";"Myanmar";4;0;"Friendly";"Indonesia";FALSE;2008;"Indonesia"
"2008-08-27";"Bermuda";"Antigua and Barbuda";0;4;"CFU Caribbean Cup qualification";"Cayman Islands";TRUE;2008;"Antigua and Barbuda"
"2008-08-27";"Cayman Islands";"Saint Martin";3;0;"CFU Caribbean Cup qualification";"Cayman Islands";FALSE;2008;"Cayman Islands"
"2008-08-27";"IR Iran";"Azerbaijan";1;0;"Friendly";"Iran";FALSE;2008;"IR Iran"
"2008-08-28";"Libya";"Niger";6;2;"Friendly";"Libya";FALSE;2008;"Libya"
"2008-08-29";"United Arab Emirates";"Bahrain";2;3;"Friendly";"United Arab Emirates";FALSE;2008;"Bahrain"
"2008-08-29";"Uzbekistan";"North Korea";0;0;"Friendly";"Uzbekistan";FALSE;2008;"draw"
"2008-08-30";"Cayman Islands";"Antigua and Barbuda";1;1;"CFU Caribbean Cup qualification";"Cayman Islands";FALSE;2008;"draw"
"2008-08-30";"Saudi Arabia";"Qatar";2;1;"Friendly";"Saudi Arabia";FALSE;2008;"Saudi Arabia"
"2008-08-30";"Saint Martin";"Bermuda";0;7;"CFU Caribbean Cup qualification";"Cayman Islands";TRUE;2008;"Bermuda"
"2008-08-30";"Suriname";"French Guiana";2;1;"Friendly";"Suriname";FALSE;2008;"Suriname"
"2008-08-31";"Antigua and Barbuda";"Saint Martin";3;2;"CFU Caribbean Cup qualification";"Cayman Islands";TRUE;2008;"Antigua and Barbuda"
"2008-08-31";"Cayman Islands";"Bermuda";0;0;"CFU Caribbean Cup qualification";"Cayman Islands";FALSE;2008;"draw"
"2008-09-03";"Trinidad and Tobago";"Guyana";3;0;"Friendly";"Trinidad and Tobago";FALSE;2008;"Trinidad and Tobago"
"2008-09-05";"Algeria";"Senegal";3;2;"FIFA World Cup qualification";"Algeria";FALSE;2008;"Algeria"
"2008-09-05";"Djibouti";"Malawi";0;3;"FIFA World Cup qualification";"Djibouti";FALSE;2008;"Malawi"
"2008-09-05";"South Korea";"Jordan";1;0;"Friendly";"South Korea";FALSE;2008;"South Korea"
"2008-09-05";"Libya";"Ghana";1;0;"FIFA World Cup qualification";"Libya";FALSE;2008;"Libya"
"2008-09-06";"Albania";"Sweden";0;0;"FIFA World Cup qualification";"Albania";FALSE;2008;"draw"
"2008-09-06";"Andorra";"England";0;2;"FIFA World Cup qualification";"Spain";TRUE;2008;"England"
"2008-09-06";"Argentina";"Paraguay";1;1;"FIFA World Cup qualification";"Argentina";FALSE;2008;"draw"
"2008-09-06";"Armenia";"Turkey";0;2;"FIFA World Cup qualification";"Armenia";FALSE;2008;"Turkey"
"2008-09-06";"Austria";"France";3;1;"FIFA World Cup qualification";"Austria";FALSE;2008;"Austria"
"2008-09-06";"Bahrain";"Japan";2;3;"FIFA World Cup qualification";"Bahrain";FALSE;2008;"Japan"
"2008-09-06";"Belgium";"Estonia";3;2;"FIFA World Cup qualification";"Belgium";FALSE;2008;"Belgium"
"2008-09-06";"Burkina Faso";"Tunisia";0;0;"FIFA World Cup qualification";"Burkina Faso";FALSE;2008;"draw"
"2008-09-06";"Cape Verde";"Cameroon";1;2;"FIFA World Cup qualification";"Cape Verde";FALSE;2008;"Cameroon"
"2008-09-06";"Colombia";"Uruguay";0;1;"FIFA World Cup qualification";"Colombia";FALSE;2008;"Uruguay"
"2008-09-06";"Croatia";"Kazakhstan";3;0;"FIFA World Cup qualification";"Croatia";FALSE;2008;"Croatia"
"2008-09-06";"Cuba";"USA";0;1;"FIFA World Cup qualification";"Cuba";FALSE;2008;"USA"
"2008-09-06";"Cyprus";"Italy";1;2;"FIFA World Cup qualification";"Cyprus";FALSE;2008;"Italy"
"2008-09-06";"Ecuador";"Bolivia";3;1;"FIFA World Cup qualification";"Ecuador";FALSE;2008;"Ecuador"
"2008-09-06";"Fiji";"Vanuatu";2;0;"Oceania Nations Cup";"Fiji";FALSE;2008;"Fiji"
"2008-09-06";"Gambia";"Liberia";3;0;"FIFA World Cup qualification";"Gambia";FALSE;2008;"Gambia"
"2008-09-06";"Georgia";"Republic of Ireland";1;2;"FIFA World Cup qualification";"Germany";TRUE;2008;"Republic of Ireland"
"2008-09-06";"Hungary";"Denmark";0;0;"FIFA World Cup qualification";"Hungary";FALSE;2008;"draw"
"2008-09-06";"Israel";"Switzerland";2;2;"FIFA World Cup qualification";"Israel";FALSE;2008;"draw"
"2008-09-06";"Kenya";"Namibia";1;0;"FIFA World Cup qualification";"Kenya";FALSE;2008;"Kenya"
"2008-09-06";"Liechtenstein";"Germany";0;6;"FIFA World Cup qualification";"Liechtenstein";FALSE;2008;"Germany"
"2008-09-06";"Luxembourg";"Greece";0;3;"FIFA World Cup qualification";"Luxembourg";FALSE;2008;"Greece"
"2008-09-06";"North Macedonia";"Scotland";1;0;"FIFA World Cup qualification";"North Macedonia";FALSE;2008;"North Macedonia"
"2008-09-06";"Malta";"Portugal";0;4;"FIFA World Cup qualification";"Malta";FALSE;2008;"Portugal"
"2008-09-06";"Martinique";"French Guiana";2;1;"Friendly";"Martinique";FALSE;2008;"Martinique"
"2008-09-06";"Mauritania";"Rwanda";0;1;"FIFA World Cup qualification";"Mauritania";FALSE;2008;"Rwanda"
"2008-09-06";"Mauritius";"Tanzania";1;4;"FIFA World Cup qualification";"Mauritius";FALSE;2008;"Tanzania"
"2008-09-06";"Moldova";"Latvia";1;2;"FIFA World Cup qualification";"Moldova";FALSE;2008;"Latvia"
"2008-09-06";"Montenegro";"Bulgaria";2;2;"FIFA World Cup qualification";"Montenegro";FALSE;2008;"draw"
"2008-09-06";"Netherlands";"Australia";1;2;"Friendly";"Netherlands";FALSE;2008;"Australia"
"2008-09-06";"New Caledonia";"New Zealand";1;3;"Oceania Nations Cup";"New Caledonia";FALSE;2008;"New Zealand"
"2008-09-06";"Norway";"Iceland";2;2;"FIFA World Cup qualification";"Norway";FALSE;2008;"draw"
"2008-09-06";"Oman";"Morocco";0;0;"Friendly";"Oman";FALSE;2008;"draw"
"2008-09-06";"Peru";"Venezuela";1;0;"FIFA World Cup qualification";"Peru";FALSE;2008;"Peru"
"2008-09-06";"Poland";"Slovenia";1;1;"FIFA World Cup qualification";"Poland";FALSE;2008;"draw"
"2008-09-06";"Qatar";"Uzbekistan";3;0;"FIFA World Cup qualification";"Qatar";FALSE;2008;"Qatar"
"2008-09-06";"Romania";"Lithuania";0;3;"FIFA World Cup qualification";"Romania";FALSE;2008;"Lithuania"
"2008-09-06";"Saudi Arabia";"IR Iran";1;1;"FIFA World Cup qualification";"Saudi Arabia";FALSE;2008;"draw"
"2008-09-06";"Serbia";"Faroe Islands";2;0;"FIFA World Cup qualification";"Serbia";FALSE;2008;"Serbia"
"2008-09-06";"Seychelles";"Burundi";1;2;"FIFA World Cup qualification";"Seychelles";FALSE;2008;"Burundi"
"2008-09-06";"Sierra Leone";"Equatorial Guinea";2;1;"FIFA World Cup qualification";"Sierra Leone";FALSE;2008;"Sierra Leone"
"2008-09-06";"Slovakia";"Northern Ireland";2;1;"FIFA World Cup qualification";"Slovakia";FALSE;2008;"Slovakia"
"2008-09-06";"South Africa";"Nigeria";0;1;"FIFA World Cup qualification";"South Africa";FALSE;2008;"Nigeria"
"2008-09-06";"Spain";"Bosnia and Herzegovina";1;0;"FIFA World Cup qualification";"Spain";FALSE;2008;"Spain"
"2008-09-06";"Sudan";"Chad";1;2;"FIFA World Cup qualification";"Egypt";TRUE;2008;"Chad"
"2008-09-06";"Trinidad and Tobago";"Guatemala";1;1;"FIFA World Cup qualification";"Trinidad and Tobago";FALSE;2008;"draw"
"2008-09-06";"Ukraine";"Belarus";1;0;"FIFA World Cup qualification";"Ukraine";FALSE;2008;"Ukraine"
"2008-09-06";"United Arab Emirates";"North Korea";1;2;"FIFA World Cup qualification";"United Arab Emirates";FALSE;2008;"North Korea"
"2008-09-06";"Wales";"Azerbaijan";1;0;"FIFA World Cup qualification";"Wales";FALSE;2008;"Wales"
